Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
13393,36.0,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003,0.195781053,B,B,23,5212,6,900.0,3,2,B,214733.34225833853
2221,36.0,1.0,35.390235379659565,21.675589451961883,5.0,3,5.0,1963,0.21843974,B,B,21,4472,6,1450.0,4,7,A,172795.8670771811
10103,36.0,1.0,35.28089402875877,23.35417623467495,6.0,11,9.0,1971,0.282797669,B,B,33,8667,2,900.0,0,6,B,148862.21017433386
2301,1.0,2.0,61.40005437465901,45.49282379642264,0.0,17,22.0,2016,0.007122317,B,B,1,264,0,900.0,0,1,B,199215.45222932714
6455,44.0,1.0,31.89348347603991,20.94667055523254,7.0,3,14.0,1973,0.175054867,B,B,36,10055,3,900.0,1,0,B,182946.36203104112
16334,1.0,1.0,42.41417613853096,32.781260192155735,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,156476.61434830475
3963,48.0,3.0,60.49673620327934,38.701932866274475,6.0,4,9.0,1980,0.041124634,B,B,46,9515,5,900.0,1,10,B,276349.9122838608
10065,5.0,2.0,54.477432041659135,31.149444195768496,7.0,14,22.0,1991,0.150817539,B,B,16,3433,4,2643.0,4,5,B,279119.9134223016
3203,23.0,2.0,56.21870163187176,32.781260192155735,1.0,3,3.0,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,90303.66568299793
1982,28.0,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B,147636.76035604483
12393,11.0,2.0,57.322494472127154,31.78800632302188,10.0,5,16.0,1980,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,242402.234569005
16601,36.0,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,B,B,43,8429,3,900.0,3,9,B,207641.6759898469
4191,1.0,2.0,65.02389875686265,32.781260192155735,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,197343.7979853104
7619,47.0,2.0,54.7873237643134,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,100471.95261307227
7605,6.0,1.0,42.50553193590355,32.781260192155735,1.0,6,12.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B,113617.2195706784
9723,52.0,2.0,64.14115197487071,32.781260192155735,1.0,5,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,158148.93648361234
11398,62.0,1.0,41.19418849786451,32.781260192155735,0.0,6,0.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,114063.0920409234
3759,31.0,2.0,57.95597269122314,32.27257840039711,9.0,17,17.0,2001,0.151346216,B,A,32,5889,10,830.0,4,1,B,339414.5500190396
8443,57.0,2.0,45.96488978915266,29.141211816173783,5.0,7,5.0,1963,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,180538.89892241484
1063,77.0,1.0,42.67884386982604,23.918634033545928,8.0,14,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,179784.4733339991
6925,27.0,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,228584.00107195406
10362,27.0,2.0,79.22704893716298,32.781260192155735,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,167023.97314312926
2136,74.0,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,B,B,6,1437,3,900.0,0,2,B,243479.876105312
14675,74.0,1.0,52.45758937232919,52.4233445561041,0.0,18,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,160292.1637018166
9413,79.0,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981,0.16909109,B,B,19,3856,10,900.0,2,5,B,174952.64419069275
4014,6.0,2.0,63.184422013103685,61.14289377226982,1.0,17,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,190762.98155043615
12246,9.0,1.0,50.299167150679395,24.3496040418,9.0,11,16.0,2006,0.136244425,B,B,11,2370,0,900.0,0,1,B,197101.04908793507
14020,34.0,1.0,47.90932737998546,42.78238540963264,1.0,2,1.0,2016,0.069753361,B,B,53,13670,4,900.0,1,11,B,181167.64240357085
2435,36.0,4.0,65.55983414534953,47.696254952296684,6.0,6,9.0,1976,0.037177818,B,B,52,11217,1,2300.0,1,7,B,266989.0161418366
7758,36.0,1.0,39.24892718662953,21.592325047856093,7.0,13,17.0,2009,0.007658515,B,B,35,7077,56,2301.0,3,19,B,254236.32508556198
12162,69.0,1.0,39.252554812007496,19.394250723900626,7.0,1,16.0,1985,0.000991363,B,B,33,6783,3,900.0,1,9,B,184737.9210694037
15600,36.0,2.0,49.888740020585054,31.603650465162,6.0,9,12.0,1974,0.0,B,B,23,3684,2,900.0,0,4,B,261086.02440592513
6832,36.0,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994,0.041116354,B,B,53,14892,4,900.0,1,4,B,259293.02212247785
2952,36.0,2.0,58.433607265665074,31.08698930261341,8.0,3,14.0,1970,0.210473241,B,B,11,2398,2,1994.0,3,0,B,116661.59548998011
2855,18.0,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,B,B,30,5562,0,900.0,0,5,A,267609.8272514647
7488,21.0,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,B,B,47,8004,3,125.0,3,5,B,153038.21948532813
11248,27.0,2.0,54.583231282802906,33.320302288938066,11.0,2,9.0,2000,0.041116354,B,B,53,14892,4,900.0,1,4,B,238779.44765093192
9613,36.0,3.0,127.48158341963554,32.781260192155735,1.0,16,1.0,2012,0.313924552,B,B,22,4625,11,3855.0,2,10,B,510700.4447348914
16674,36.0,2.0,47.145626414517814,30.738284138231354,5.0,11,9.0,1976,0.127375905,B,B,43,8429,3,900.0,3,9,B,210364.31471895878
3918,41.0,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968,0.175054867,B,B,36,10055,3,900.0,1,0,B,198183.07691950462
11902,36.0,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,B,B,27,4798,0,30.0,2,8,B,243824.7929712899
13395,10.0,2.0,50.29076173681866,32.460809440510396,6.0,12,12.0,1973,0.089039719,B,B,33,7976,5,900.0,0,11,B,242107.0978653341
1836,36.0,2.0,49.0307877478954,31.91889562577639,8.0,2,5.0,1964,0.306977489,B,B,27,5148,14,1575.0,5,7,B,212786.0017001436
1671,36.0,3.0,58.57037093462771,37.434125981371615,5.0,4,5.0,1961,0.341071945,B,B,27,5664,48,2300.0,3,11,B,305732.5862953504
9558,39.0,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.428825818,B,B,25,5011,8,730.0,0,2,B,156375.02000227175
13887,7.0,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987,0.0,B,B,23,5067,4,900.0,2,6,B,415398.5730306261
4280,34.0,2.0,61.33496777880346,4.091944920685359,1.0,26,1.0,2014,0.069753361,B,B,53,13670,4,900.0,1,11,B,286564.4419718113
14319,27.0,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998,0.041116354,B,B,53,14892,4,900.0,1,4,B,217349.25658949924
13671,36.0,3.0,63.72823655447478,38.96093513166355,6.0,9,9.0,1971,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,291058.0808994419
9753,23.0,1.0,41.84569772836166,32.781260192155735,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,110620.6293204901
13577,61.0,1.0,33.646711450929125,21.42355298005255,5.0,8,9.0,1975,0.300322518,B,B,52,10311,6,900.0,1,9,B,165018.9484643495
14756,1.0,1.0,50.61776843485736,46.505676134063826,1.0,10,24.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,175188.95821584578
3973,1.0,2.0,62.96990315347615,31.74561055395469,10.0,14,14.0,2014,0.007122317,B,B,1,264,0,900.0,0,1,B,92127.0617882676
13957,36.0,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,B,B,47,11319,0,1145.0,3,5,B,274570.7175007904
11765,23.0,2.0,48.76013224783535,32.781260192155735,1.0,3,3.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,113250.42650034721
2930,9.0,2.0,62.34715418212179,32.781260192155735,1.0,6,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,184172.97563930124
6496,1.0,2.0,53.18796830353497,34.82049795088077,8.0,7,17.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B,241419.59687217
8361,57.0,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,270071.6195151077
9970,36.0,3.0,61.809021596554686,40.44472528024896,6.0,2,9.0,1972,0.015016892,B,B,17,3079,59,2890.0,0,8,B,378581.5411997035
3276,27.0,2.0,62.224569197974155,58.5039850086156,1.0,8,17.0,2016,0.017647053,B,B,2,469,0,900.0,0,0,B,192625.0493997445
6761,70.0,2.0,45.592912912750855,27.27845940340863,6.0,3,9.0,1981,0.002211665,B,B,39,7614,3,900.0,1,5,A,201121.07053639015
11448,39.0,1.0,35.683059286946204,18.662235067338923,7.0,12,12.0,1977,0.428825818,B,B,25,5011,8,730.0,0,2,B,150513.47488734513
12428,36.0,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982,0.282797669,B,B,33,8667,2,900.0,0,6,B,204804.84335521163
8583,36.0,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,B,B,24,5613,5,1340.0,2,5,B,313452.5352345641
2516,3.0,1.0,42.145274302242434,21.304556088896693,10.0,3,14.0,1984,0.265088676,B,B,37,5288,0,1937.0,3,2,B,225889.6912453254
14635,36.0,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,B,B,7,1660,39,1786.0,1,5,B,224746.81185663465
12377,27.0,2.0,60.44585456445121,32.781260192155735,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,213798.18515132746
14571,78.0,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.092290642,B,B,21,4346,2,165.0,1,2,B,212821.6747251237
3975,1.0,2.0,65.00927913436703,32.781260192155735,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,186403.4841889536
14822,18.0,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997,0.0,B,B,30,5562,0,900.0,0,5,A,293371.9575586355
367,45.0,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,B,B,23,5212,6,900.0,3,2,B,250466.98077681608
9703,15.0,4.0,98.68670312903869,57.307057812964345,15.0,10,17.0,2008,0.158249043,B,B,21,5731,0,900.0,1,0,B,373510.0571282724
10935,36.0,3.0,60.43816917856879,43.96785075861281,5.0,5,5.0,1965,0.212515361,B,B,19,3293,16,628.0,3,7,B,269680.638174428
5267,49.0,1.0,43.44426635232809,20.702408895355198,8.0,18,17.0,2010,0.020741326,B,B,24,5613,5,1340.0,2,5,B,168601.97480454494
8753,25.0,3.0,85.95230644639723,70.07197367249289,1.0,4,3.0,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,309688.5926806599
11279,19.0,2.0,74.44137733392219,35.640269014040044,9.0,23,25.0,2004,0.000991363,B,B,33,6783,3,900.0,1,9,B,435909.1097547888
8691,1.0,2.0,55.2332130691251,32.781260192155735,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,184324.9008862336
16188,59.0,2.0,61.50213443093715,33.12142623794768,10.0,5,17.0,1985,0.019508796,B,B,37,7687,11,176.0,5,5,B,354879.4031837641
10337,28.0,2.0,43.771829534570266,33.24216720327902,5.0,3,9.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B,203425.39606435495
12087,2.0,3.0,60.15940612151951,46.35452671851282,5.0,4,9.0,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,317296.3052996641
6072,6.0,1.0,65.10201679019049,64.62260302448165,1.0,10,9.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B,175899.97828362975
6600,36.0,1.0,35.99013769288014,18.12583002371395,1.0,1,9.0,1978,0.041116354,B,B,53,14892,4,900.0,1,4,B,155312.29482522552
10726,27.0,3.0,89.6929642467968,87.62381427680403,1.0,13,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,265978.8377804947
3428,36.0,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,B,B,37,7687,11,176.0,5,5,B,146061.7305650271
15386,36.0,2.0,45.92367266158226,26.177752782849087,5.0,3,5.0,1967,0.486245621,B,B,13,2514,19,900.0,0,6,B,176480.46517329663
12613,6.0,2.0,65.49667436641931,5.5893235804425885,1.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,180727.64354109476
3749,36.0,1.0,42.19894558704247,20.794835924374308,10.0,16,22.0,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B,87182.52338492699
6172,27.0,2.0,92.40000684071423,92.06923622776027,10.0,2,5.0,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,116942.67104480596
8173,56.0,1.0,40.812877553246935,23.09788779329753,10.0,10,22.0,1999,0.0,B,B,23,5067,4,900.0,2,6,B,292718.3126005229
14901,31.0,2.0,62.30129218800013,30.388568968400406,10.0,11,12.0,2008,0.151346216,B,A,32,5889,10,830.0,4,1,B,427526.00361512345
9742,1.0,2.0,63.672610618053405,32.781260192155735,1.0,11,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,194510.14788951524
12256,36.0,1.0,33.25798132827507,18.181442895582567,5.0,7,9.0,1967,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B,201616.27389759172
3839,31.0,3.0,78.47198680838288,52.70682355093004,8.0,6,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B,419692.97803382436
10835,61.0,2.0,45.586982489186994,34.682385480990014,5.0,5,5.0,1962,0.298204575,B,B,16,4048,3,900.0,1,3,B,177434.7589711046
5460,74.0,1.0,50.145176202730894,32.781260192155735,1.0,8,12.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,171901.0874084269
13759,36.0,1.0,40.117363791934814,21.391897654599497,10.0,5,22.0,1982,0.0,B,B,25,5027,4,46.0,1,1,B,239038.59002294773
14787,34.0,2.0,60.366625674269216,57.70914937562125,10.0,20,19.0,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,241737.8084974161
9892,62.0,2.0,71.3047632136293,32.781260192155735,1.0,13,20.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,170564.40872038715
3287,27.0,3.0,92.88554386930149,91.64224916672009,13.0,7,17.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,206780.54887701644
7967,9.0,1.0,37.470195242427614,21.485797280082046,7.0,12,17.0,1993,0.069753361,B,B,53,13670,4,900.0,1,11,B,187899.22196065105
10666,36.0,1.0,37.98575172539788,20.142098703933197,9.0,8,16.0,1974,0.521867054,B,B,25,6149,0,900.0,0,0,B,137656.12292446892
8141,46.0,2.0,69.80461247985367,33.82966008436593,12.0,13,16.0,2014,0.188783766,B,B,31,6137,4,900.0,0,1,B,465067.06588342227
11417,17.0,1.0,40.090754550200884,22.393898211263426,8.0,6,16.0,1980,0.093442564,B,B,23,4635,5,3300.0,2,4,B,145941.55533360448
14141,23.0,2.0,57.69961907981183,32.781260192155735,10.0,2,1.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,114168.53270326485
9870,62.0,1.0,51.83147294769089,33.75952160550926,1.0,5,1.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,131797.47228439266
4954,23.0,1.0,44.647897567499456,41.555841756681,1.0,9,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,123749.81125374605
14109,62.0,1.0,47.57727953765478,43.123508338822525,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,128813.57022387734
14258,44.0,2.0,44.51140745026622,29.84746226754347,5.0,6,5.0,1960,0.122190486,B,B,25,4724,2,1308.0,1,3,B,189407.27604070996
15848,23.0,3.0,70.21457474548518,49.364085027187826,9.0,3,1.0,2017,0.005767451,B,B,1,388,0,900.0,0,0,B,111389.48105876287
16779,27.0,3.0,51.991064354455396,4.896201920014866,1.0,22,25.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,174687.5661862937
15585,36.0,1.0,44.03852399189157,40.435804444916094,1.0,15,22.0,1982,0.037177818,B,B,52,11217,1,2300.0,1,7,B,202321.23147284004
3522,6.0,1.0,66.41984149373265,3.98710087947258,1.0,2,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,193361.2298149829
4263,27.0,1.0,54.25519113954791,51.135218544797326,0.0,5,3.0,2017,0.072157581,B,B,2,629,1,900.0,0,0,A,147040.22612039236
14264,36.0,2.0,45.222689730275285,33.485942821149045,5.0,6,9.0,1968,0.000995363,B,B,42,7651,1,900.0,1,5,B,186508.20856483802
658,36.0,2.0,47.01806447731696,28.62867586845311,6.0,7,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,218392.93428619305
6635,36.0,2.0,57.6391671539191,34.8831258893622,8.0,3,9.0,1999,0.041116354,B,B,53,14892,4,900.0,1,4,B,144400.25776795662
14805,41.0,2.0,54.4778683522394,33.34848235863591,8.0,7,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,224277.83102613143
16391,57.0,2.0,56.38477330543139,30.57114898010994,8.0,4,12.0,1983,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,213877.55976290046
7023,1.0,2.0,71.0055747817242,32.781260192155735,0.0,11,9.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,245130.10663746108
8203,36.0,2.0,47.69890152322699,32.685700152832595,5.0,4,5.0,1962,0.195781053,B,B,23,5212,6,900.0,3,2,B,189565.89794984864
15919,47.0,2.0,49.285200889669326,31.84773289921996,6.0,7,12.0,1977,0.298204575,B,B,16,4048,3,900.0,1,3,B,204117.83359830946
4747,7.0,3.0,81.46790925974453,76.64618193917562,10.0,19,17.0,2010,0.035145267,B,B,42,9292,3,2620.0,0,3,B,477665.5829146461
6523,52.0,1.0,32.827650993401186,18.07025420741528,5.0,1,9.0,1966,0.371148999,B,B,34,7065,1,750.0,2,5,B,120670.10176628393
81,47.0,2.0,56.922116009244824,30.73443216951549,8.0,13,16.0,1981,0.101872465,B,B,23,4583,3,900.0,3,3,B,254013.43464408853
5790,27.0,1.0,47.17718354022401,32.781260192155735,1.0,5,4.0,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,109264.47414521917
2347,6.0,2.0,67.17058663420276,32.781260192155735,1.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,192944.37932373298
1288,27.0,3.0,82.51591138174318,45.376024043829716,1.0,5,1.0,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,207858.57125868363
8708,80.0,2.0,53.74725390900309,33.740065714737234,8.0,6,22.0,1984,0.0077202819999999985,B,B,38,4788,2,900.0,0,4,B,238623.88884125446
9785,27.0,2.0,62.64038950680821,34.998513481644245,10.0,5,17.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,190968.19068903898
2416,57.0,1.0,29.298167568168665,10.03900491154496,5.0,7,5.0,1964,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,148991.2652001697
11413,36.0,1.0,36.80582613393983,17.986014081329404,7.0,10,12.0,1974,0.161975568,B,A,31,7010,5,4508.0,3,7,B,183891.14730105453
16584,61.0,3.0,54.526820684610605,38.903926616518284,6.0,3,9.0,1976,0.300322518,B,B,52,10311,6,900.0,1,9,B,245215.47730896933
12667,36.0,2.0,54.386667679168504,34.30557444686689,8.0,11,12.0,1978,0.100455735,B,B,43,7227,0,900.0,1,6,A,269995.0027797259
15527,52.0,2.0,64.22269387492523,32.781260192155735,1.0,16,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,194618.91775709105
